País de nacimiento;Grupo quinquenal de edad;Sexo;Periodo;Total
Bélgica;Todas las edades;Total;1 de enero de 2003;31.902
Bélgica;Todas las edades;Total;1 de octubre de 2002;""
Bélgica;Todas las edades;Total;1 de julio de 2002;30.576
Bélgica;Todas las edades;Total;1 de abril de 2002;""
Bélgica;Todas las edades;Total;1 de enero de 2002;29.384
Bulgaria;Todas las edades;Total;1 de enero de 2025;101.578
Bulgaria;Todas las edades;Total;1 de octubre de 2024;102.674
Bulgaria;Todas las edades;Total;1 de julio de 2024;102.919
Bulgaria;Todas las edades;Total;1 de abril de 2024;103.764
Bulgaria;Todas las edades;Total;1 de enero de 2024;104.756
Bulgaria;Todas las edades;Total;1 de octubre de 2023;105.633
Bulgaria;Todas las edades;Total;1 de julio de 2023;105.554
Bulgaria;Todas las edades;Total;1 de abril de 2023;106.016
Bulgaria;Todas las edades;Total;1 de enero de 2023;106.680
Bulgaria;Todas las edades;Total;1 de octubre de 2022;107.708
Bulgaria;Todas las edades;Total;1 de julio de 2022;107.928
Bulgaria;Todas las edades;Total;1 de abril de 2022;108.342
Bulgaria;Todas las edades;Total;1 de enero de 2022;109.067
Bulgaria;Todas las edades;Total;1 de octubre de 2021;110.190
Bulgaria;Todas las edades;Total;1 de julio de 2021;110.163
Bulgaria;Todas las edades;Total;1 de abril de 2021;111.647
Bulgaria;Todas las edades;Total;1 de enero de 2021;112.982
Bulgaria;Todas las edades;Total;1 de octubre de 2020;""
Bulgaria;Todas las edades;Total;1 de julio de 2020;114.003
Bulgaria;Todas las edades;Total;1 de abril de 2020;""
Bulgaria;Todas las edades;Total;1 de enero de 2020;114.561
Bulgaria;Todas las edades;Total;1 de octubre de 2019;""
Bulgaria;Todas las edades;Total;1 de julio de 2019;114.991
Bulgaria;Todas las edades;Total;1 de abril de 2019;""
Bulgaria;Todas las edades;Total;1 de enero de 2019;115.060
Bulgaria;Todas las edades;Total;1 de octubre de 2018;""
Bulgaria;Todas las edades;Total;1 de julio de 2018;115.393
Bulgaria;Todas las edades;Total;1 de abril de 2018;""
Bulgaria;Todas las edades;Total;1 de enero de 2018;116.909
Bulgaria;Todas las edades;Total;1 de octubre de 2017;""
Bulgaria;Todas las edades;Total;1 de julio de 2017;117.649
Bulgaria;Todas las edades;Total;1 de abril de 2017;""
Bulgaria;Todas las edades;Total;1 de enero de 2017;119.433
Bulgaria;Todas las edades;Total;1 de octubre de 2016;""
Bulgaria;Todas las edades;Total;1 de julio de 2016;121.019
Bulgaria;Todas las edades;Total;1 de abril de 2016;""
Bulgaria;Todas las edades;Total;1 de enero de 2016;122.678
Bulgaria;Todas las edades;Total;1 de octubre de 2015;""
Bulgaria;Todas las edades;Total;1 de julio de 2015;124.377
Bulgaria;Todas las edades;Total;1 de abril de 2015;""
Bulgaria;Todas las edades;Total;1 de enero de 2015;126.852
Bulgaria;Todas las edades;Total;1 de octubre de 2014;""
Bulgaria;Todas las edades;Total;1 de julio de 2014;129.378
Bulgaria;Todas las edades;Total;1 de abril de 2014;""
Bulgaria;Todas las edades;Total;1 de enero de 2014;132.415
Bulgaria;Todas las edades;Total;1 de octubre de 2013;""
Bulgaria;Todas las edades;Total;1 de julio de 2013;135.693
Bulgaria;Todas las edades;Total;1 de abril de 2013;""
Bulgaria;Todas las edades;Total;1 de enero de 2013;139.890
Bulgaria;Todas las edades;Total;1 de octubre de 2012;""
Bulgaria;Todas las edades;Total;1 de julio de 2012;142.839
Bulgaria;Todas las edades;Total;1 de abril de 2012;""
Bulgaria;Todas las edades;Total;1 de enero de 2012;145.019
Bulgaria;Todas las edades;Total;1 de octubre de 2011;""
Bulgaria;Todas las edades;Total;1 de julio de 2011;143.108
Bulgaria;Todas las edades;Total;1 de abril de 2011;""
Bulgaria;Todas las edades;Total;1 de enero de 2011;142.947
Bulgaria;Todas las edades;Total;1 de octubre de 2010;""
Bulgaria;Todas las edades;Total;1 de julio de 2010;143.521
Bulgaria;Todas las edades;Total;1 de abril de 2010;""
Bulgaria;Todas las edades;Total;1 de enero de 2010;145.061
Bulgaria;Todas las edades;Total;1 de octubre de 2009;""
Bulgaria;Todas las edades;Total;1 de julio de 2009;145.978
Bulgaria;Todas las edades;Total;1 de abril de 2009;""
Bulgaria;Todas las edades;Total;1 de enero de 2009;147.577
Bulgaria;Todas las edades;Total;1 de octubre de 2008;""
Bulgaria;Todas las edades;Total;1 de julio de 2008;146.525
Bulgaria;Todas las edades;Total;1 de abril de 2008;""
Bulgaria;Todas las edades;Total;1 de enero de 2008;143.068
Bulgaria;Todas las edades;Total;1 de octubre de 2007;""
Bulgaria;Todas las edades;Total;1 de julio de 2007;131.073
Bulgaria;Todas las edades;Total;1 de abril de 2007;""
Bulgaria;Todas las edades;Total;1 de enero de 2007;117.804
Bulgaria;Todas las edades;Total;1 de octubre de 2006;""
Bulgaria;Todas las edades;Total;1 de julio de 2006;107.144
Bulgaria;Todas las edades;Total;1 de abril de 2006;""
Bulgaria;Todas las edades;Total;1 de enero de 2006;101.201
Bulgaria;Todas las edades;Total;1 de octubre de 2005;""
Bulgaria;Todas las edades;Total;1 de julio de 2005;94.446
Bulgaria;Todas las edades;Total;1 de abril de 2005;""
Bulgaria;Todas las edades;Total;1 de enero de 2005;87.197
Bulgaria;Todas las edades;Total;1 de octubre de 2004;""
Bulgaria;Todas las edades;Total;1 de julio de 2004;75.604
Bulgaria;Todas las edades;Total;1 de abril de 2004;""
Bulgaria;Todas las edades;Total;1 de enero de 2004;69.113
Bulgaria;Todas las edades;Total;1 de octubre de 2003;""
Bulgaria;Todas las edades;Total;1 de julio de 2003;60.066
Bulgaria;Todas las edades;Total;1 de abril de 2003;""
Bulgaria;Todas las edades;Total;1 de enero de 2003;52.499
Bulgaria;Todas las edades;Total;1 de octubre de 2002;""
Bulgaria;Todas las edades;Total;1 de julio de 2002;40.635
Bulgaria;Todas las edades;Total;1 de abril de 2002;""
Bulgaria;Todas las edades;Total;1 de enero de 2002;31.181
Dinamarca;Todas las edades;Total;1 de enero de 2025;9.121
Dinamarca;Todas las edades;Total;1 de octubre de 2024;9.130
Dinamarca;Todas las edades;Total;1 de julio de 2024;9.051
Dinamarca;Todas las edades;Total;1 de abril de 2024;9.056
Dinamarca;Todas las edades;Total;1 de enero de 2024;9.100
Dinamarca;Todas las edades;Total;1 de octubre de 2023;9.247
Dinamarca;Todas las edades;Total;1 de julio de 2023;9.149
Dinamarca;Todas las edades;Total;1 de abril de 2023;9.242
Dinamarca;Todas las edades;Total;1 de enero de 2023;9.267
Dinamarca;Todas las edades;Total;1 de octubre de 2022;9.305
Dinamarca;Todas las edades;Total;1 de julio de 2022;9.212
Dinamarca;Todas las edades;Total;1 de abril de 2022;9.126
Dinamarca;Todas las edades;Total;1 de enero de 2022;9.066
Dinamarca;Todas las edades;Total;1 de octubre de 2021;9.036
Dinamarca;Todas las edades;Total;1 de julio de 2021;8.888
Dinamarca;Todas las edades;Total;1 de abril de 2021;8.877
Dinamarca;Todas las edades;Total;1 de enero de 2021;8.964
Dinamarca;Todas las edades;Total;1 de octubre de 2020;""
Dinamarca;Todas las edades;Total;1 de julio de 2020;8.921
Dinamarca;Todas las edades;Total;1 de abril de 2020;""
Dinamarca;Todas las edades;Total;1 de enero de 2020;9.123
Dinamarca;Todas las edades;Total;1 de octubre de 2019;""
Dinamarca;Todas las edades;Total;1 de julio de 2019;9.193
Dinamarca;Todas las edades;Total;1 de abril de 2019;""
Dinamarca;Todas las edades;Total;1 de enero de 2019;9.258
Dinamarca;Todas las edades;Total;1 de octubre de 2018;""
Dinamarca;Todas las edades;Total;1 de julio de 2018;9.340
Dinamarca;Todas las edades;Total;1 de abril de 2018;""
Dinamarca;Todas las edades;Total;1 de enero de 2018;9.569
Dinamarca;Todas las edades;Total;1 de octubre de 2017;""
Dinamarca;Todas las edades;Total;1 de julio de 2017;9.648
Dinamarca;Todas las edades;Total;1 de abril de 2017;""
Dinamarca;Todas las edades;Total;1 de enero de 2017;9.991
Dinamarca;Todas las edades;Total;1 de octubre de 2016;""
Dinamarca;Todas las edades;Total;1 de julio de 2016;10.215
Dinamarca;Todas las edades;Total;1 de abril de 2016;""
Dinamarca;Todas las edades;Total;1 de enero de 2016;10.371
Dinamarca;Todas las edades;Total;1 de octubre de 2015;""
Dinamarca;Todas las edades;Total;1 de julio de 2015;10.506
Dinamarca;Todas las edades;Total;1 de abril de 2015;""
Dinamarca;Todas las edades;Total;1 de enero de 2015;10.660
Dinamarca;Todas las edades;Total;1 de octubre de 2014;""
Dinamarca;Todas las edades;Total;1 de julio de 2014;10.723
Dinamarca;Todas las edades;Total;1 de abril de 2014;""
Dinamarca;Todas las edades;Total;1 de enero de 2014;10.960
Dinamarca;Todas las edades;Total;1 de octubre de 2013;""
Dinamarca;Todas las edades;Total;1 de julio de 2013;11.076
Dinamarca;Todas las edades;Total;1 de abril de 2013;""
Dinamarca;Todas las edades;Total;1 de enero de 2013;11.286
Dinamarca;Todas las edades;Total;1 de octubre de 2012;""
Dinamarca;Todas las edades;Total;1 de julio de 2012;11.351
Dinamarca;Todas las edades;Total;1 de abril de 2012;""
Dinamarca;Todas las edades;Total;1 de enero de 2012;11.315
Dinamarca;Todas las edades;Total;1 de octubre de 2011;""
Dinamarca;Todas las edades;Total;1 de julio de 2011;11.190
Dinamarca;Todas las edades;Total;1 de abril de 2011;""
Dinamarca;Todas las edades;Total;1 de enero de 2011;11.161
Dinamarca;Todas las edades;Total;1 de octubre de 2010;""
Dinamarca;Todas las edades;Total;1 de julio de 2010;11.167
Dinamarca;Todas las edades;Total;1 de abril de 2010;""
Dinamarca;Todas las edades;Total;1 de enero de 2010;11.171
Dinamarca;Todas las edades;Total;1 de octubre de 2009;""
Dinamarca;Todas las edades;Total;1 de julio de 2009;11.130
Dinamarca;Todas las edades;Total;1 de abril de 2009;""
Dinamarca;Todas las edades;Total;1 de enero de 2009;11.159
Dinamarca;Todas las edades;Total;1 de octubre de 2008;""
Dinamarca;Todas las edades;Total;1 de julio de 2008;11.014
Dinamarca;Todas las edades;Total;1 de abril de 2008;""
Dinamarca;Todas las edades;Total;1 de enero de 2008;10.898
Dinamarca;Todas las edades;Total;1 de octubre de 2007;""
Dinamarca;Todas las edades;Total;1 de julio de 2007;10.426
Dinamarca;Todas las edades;Total;1 de abril de 2007;""
Dinamarca;Todas las edades;Total;1 de enero de 2007;10.053
Dinamarca;Todas las edades;Total;1 de octubre de 2006;""
Dinamarca;Todas las edades;Total;1 de julio de 2006;9.665
Dinamarca;Todas las edades;Total;1 de abril de 2006;""
Dinamarca;Todas las edades;Total;1 de enero de 2006;9.271
Dinamarca;Todas las edades;Total;1 de octubre de 2005;""
Dinamarca;Todas las edades;Total;1 de julio de 2005;8.945
Dinamarca;Todas las edades;Total;1 de abril de 2005;""
Dinamarca;Todas las edades;Total;1 de enero de 2005;8.506
Dinamarca;Todas las edades;Total;1 de octubre de 2004;""
Dinamarca;Todas las edades;Total;1 de julio de 2004;8.107
Dinamarca;Todas las edades;Total;1 de abril de 2004;""
Dinamarca;Todas las edades;Total;1 de enero de 2004;7.703
Dinamarca;Todas las edades;Total;1 de octubre de 2003;""
Dinamarca;Todas las edades;Total;1 de julio de 2003;7.354
Dinamarca;Todas las edades;Total;1 de abril de 2003;""
Dinamarca;Todas las edades;Total;1 de enero de 2003;6.966
Dinamarca;Todas las edades;Total;1 de octubre de 2002;""
Dinamarca;Todas las edades;Total;1 de julio de 2002;6.577
Dinamarca;Todas las edades;Total;1 de abril de 2002;""
Dinamarca;Todas las edades;Total;1 de enero de 2002;6.223
Finlandia;Todas las edades;Total;1 de enero de 2025;11.684
Finlandia;Todas las edades;Total;1 de octubre de 2024;11.786
Finlandia;Todas las edades;Total;1 de julio de 2024;11.718
Finlandia;Todas las edades;Total;1 de abril de 2024;11.810
Finlandia;Todas las edades;Total;1 de enero de 2024;11.940
Finlandia;Todas las edades;Total;1 de octubre de 2023;12.034
Finlandia;Todas las edades;Total;1 de julio de 2023;11.939
Finlandia;Todas las edades;Total;1 de abril de 2023;12.039
Finlandia;Todas las edades;Total;1 de enero de 2023;12.029
Finlandia;Todas las edades;Total;1 de octubre de 2022;11.917
Finlandia;Todas las edades;Total;1 de julio de 2022;11.752
Finlandia;Todas las edades;Total;1 de abril de 2022;11.678
Finlandia;Todas las edades;Total;1 de enero de 2022;11.560
Finlandia;Todas las edades;Total;1 de octubre de 2021;11.424
Finlandia;Todas las edades;Total;1 de julio de 2021;11.293
Finlandia;Todas las edades;Total;1 de abril de 2021;11.320
Finlandia;Todas las edades;Total;1 de enero de 2021;11.343
Finlandia;Todas las edades;Total;1 de octubre de 2020;""
Finlandia;Todas las edades;Total;1 de julio de 2020;11.236
Finlandia;Todas las edades;Total;1 de abril de 2020;""
Finlandia;Todas las edades;Total;1 de enero de 2020;11.475
Finlandia;Todas las edades;Total;1 de octubre de 2019;""
Finlandia;Todas las edades;Total;1 de julio de 2019;11.575
Finlandia;Todas las edades;Total;1 de abril de 2019;""
Finlandia;Todas las edades;Total;1 de enero de 2019;11.583
Finlandia;Todas las edades;Total;1 de octubre de 2018;""
Finlandia;Todas las edades;Total;1 de julio de 2018;11.627
Finlandia;Todas las edades;Total;1 de abril de 2018;""
Finlandia;Todas las edades;Total;1 de enero de 2018;11.619
Finlandia;Todas las edades;Total;1 de octubre de 2017;""
Finlandia;Todas las edades;Total;1 de julio de 2017;11.520
Finlandia;Todas las edades;Total;1 de abril de 2017;""
Finlandia;Todas las edades;Total;1 de enero de 2017;11.620
Finlandia;Todas las edades;Total;1 de octubre de 2016;""
Finlandia;Todas las edades;Total;1 de julio de 2016;11.726
Finlandia;Todas las edades;Total;1 de abril de 2016;""
Finlandia;Todas las edades;Total;1 de enero de 2016;11.860
Finlandia;Todas las edades;Total;1 de octubre de 2015;""
Finlandia;Todas las edades;Total;1 de julio de 2015;11.777
Finlandia;Todas las edades;Total;1 de abril de 2015;""
Finlandia;Todas las edades;Total;1 de enero de 2015;11.747
Finlandia;Todas las edades;Total;1 de octubre de 2014;""
Finlandia;Todas las edades;Total;1 de julio de 2014;11.591
Finlandia;Todas las edades;Total;1 de abril de 2014;""
Finlandia;Todas las edades;Total;1 de enero de 2014;11.574
Finlandia;Todas las edades;Total;1 de octubre de 2013;""
Finlandia;Todas las edades;Total;1 de julio de 2013;11.542
Finlandia;Todas las edades;Total;1 de abril de 2013;""
Finlandia;Todas las edades;Total;1 de enero de 2013;11.513
Finlandia;Todas las edades;Total;1 de octubre de 2012;""
Finlandia;Todas las edades;Total;1 de julio de 2012;11.271
Finlandia;Todas las edades;Total;1 de abril de 2012;""
Finlandia;Todas las edades;Total;1 de enero de 2012;11.240
Finlandia;Todas las edades;Total;1 de octubre de 2011;""
Finlandia;Todas las edades;Total;1 de julio de 2011;10.915
Finlandia;Todas las edades;Total;1 de abril de 2011;""
Finlandia;Todas las edades;Total;1 de enero de 2011;10.752
Finlandia;Todas las edades;Total;1 de octubre de 2010;""
Finlandia;Todas las edades;Total;1 de julio de 2010;10.546
Finlandia;Todas las edades;Total;1 de abril de 2010;""
Finlandia;Todas las edades;Total;1 de enero de 2010;10.377
Finlandia;Todas las edades;Total;1 de octubre de 2009;""
Finlandia;Todas las edades;Total;1 de julio de 2009;10.294
Finlandia;Todas las edades;Total;1 de abril de 2009;""
Finlandia;Todas las edades;Total;1 de enero de 2009;10.256
Finlandia;Todas las edades;Total;1 de octubre de 2008;""
Finlandia;Todas las edades;Total;1 de julio de 2008;10.146
Finlandia;Todas las edades;Total;1 de abril de 2008;""
Finlandia;Todas las edades;Total;1 de enero de 2008;9.964
Finlandia;Todas las edades;Total;1 de octubre de 2007;""
Finlandia;Todas las edades;Total;1 de julio de 2007;9.546
Finlandia;Todas las edades;Total;1 de abril de 2007;""
Finlandia;Todas las edades;Total;1 de enero de 2007;9.254
Finlandia;Todas las edades;Total;1 de octubre de 2006;""
Finlandia;Todas las edades;Total;1 de julio de 2006;8.988
Finlandia;Todas las edades;Total;1 de abril de 2006;""
Finlandia;Todas las edades;Total;1 de enero de 2006;8.775
Finlandia;Todas las edades;Total;1 de octubre de 2005;""
Finlandia;Todas las edades;Total;1 de julio de 2005;8.439
Finlandia;Todas las edades;Total;1 de abril de 2005;""
Finlandia;Todas las edades;Total;1 de enero de 2005;8.141
Finlandia;Todas las edades;Total;1 de octubre de 2004;""
Finlandia;Todas las edades;Total;1 de julio de 2004;7.825
Finlandia;Todas las edades;Total;1 de abril de 2004;""
Finlandia;Todas las edades;Total;1 de enero de 2004;7.480
Finlandia;Todas las edades;Total;1 de octubre de 2003;""
Finlandia;Todas las edades;Total;1 de julio de 2003;7.094
Finlandia;Todas las edades;Total;1 de abril de 2003;""
Finlandia;Todas las edades;Total;1 de enero de 2003;6.760
Finlandia;Todas las edades;Total;1 de octubre de 2002;""
Finlandia;Todas las edades;Total;1 de julio de 2002;6.376
Finlandia;Todas las edades;Total;1 de abril de 2002;""
Finlandia;Todas las edades;Total;1 de enero de 2002;5.972
Francia;Todas las edades;Total;1 de enero de 2025;219.791
Francia;Todas las edades;Total;1 de octubre de 2024;219.428
Francia;Todas las edades;Total;1 de julio de 2024;217.675
Francia;Todas las edades;Total;1 de abril de 2024;217.389
Francia;Todas las edades;Total;1 de enero de 2024;217.247
Francia;Todas las edades;Total;1 de octubre de 2023;217.129
Francia;Todas las edades;Total;1 de julio de 2023;215.816
Francia;Todas las edades;Total;1 de abril de 2023;215.356
Francia;Todas las edades;Total;1 de enero de 2023;215.283
